guid,true_label,pred_label,true_label_id,pred_label_id
4415,negative,positive,0,2
4309,positive,negative,2,0
642,negative,positive,0,2
5063,positive,negative,2,0
3313,negative,positive,0,2
4921,negative,positive,0,2
1873,negative,positive,0,2
320,negative,positive,0,2
3800,negative,positive,0,2
1676,negative,positive,0,2
4349,negative,positive,0,2
73,neutral,positive,1,2
621,neutral,positive,1,2
202,negative,positive,0,2
4059,negative,positive,0,2
4739,negative,positive,0,2
4172,negative,positive,0,2
4506,positive,negative,2,0
4079,negative,positive,0,2
4841,negative,positive,0,2
1754,negative,positive,0,2
2052,positive,negative,2,0
687,negative,positive,0,2
2933,neutral,negative,1,0
3508,negative,positive,0,2
1809,negative,positive,0,2
2128,negative,positive,0,2
1104,neutral,positive,1,2
1919,negative,positive,0,2
1818,negative,positive,0,2
3934,negative,positive,0,2
2574,positive,negative,2,0
1561,negative,positive,0,2
3460,neutral,positive,1,2
3825,negative,positive,0,2
194,negative,positive,0,2
1028,neutral,positive,1,2
3284,negative,positive,0,2
1959,negative,positive,0,2
185,positive,negative,2,0
4765,neutral,positive,1,2
414,negative,positive,0,2
1538,negative,positive,0,2
1254,negative,positive,0,2
2459,neutral,positive,1,2
3486,positive,negative,2,0
2864,neutral,positive,1,2
4570,negative,positive,0,2
1837,neutral,positive,1,2
1914,negative,positive,0,2
2361,neutral,positive,1,2
4650,neutral,positive,1,2
316,negative,positive,0,2
1162,neutral,positive,1,2
1307,negative,positive,0,2
2945,negative,positive,0,2
3501,negative,positive,0,2
4535,negative,positive,0,2
203,negative,positive,0,2
143,positive,negative,2,0
905,neutral,positive,1,2
1279,neutral,positive,1,2
591,neutral,positive,1,2
825,neutral,positive,1,2
4465,negative,positive,0,2
5022,negative,positive,0,2
1014,negative,positive,0,2
2985,neutral,positive,1,2
4462,neutral,positive,1,2
3207,negative,positive,0,2
2375,neutral,positive,1,2
2330,negative,positive,0,2
4421,negative,positive,0,2
550,negative,positive,0,2
4210,negative,positive,0,2
2095,neutral,positive,1,2
4592,negative,positive,0,2
984,neutral,positive,1,2
1944,positive,negative,2,0
1457,neutral,positive,1,2
3875,negative,positive,0,2
30,negative,positive,0,2
909,negative,positive,0,2
3916,negative,positive,0,2
3883,negative,positive,0,2
1714,neutral,positive,1,2
3522,negative,positive,0,2
1359,negative,positive,0,2
1158,negative,positive,0,2
4514,negative,positive,0,2
1333,negative,positive,0,2
3581,negative,positive,0,2
2794,negative,positive,0,2
3111,negative,positive,0,2
