guid,true_label,pred_label,true_label_id,pred_label_id,text_weight,image_weight
2705,neutral,positive,1,2,0.502038836479187,0.497961163520813
1928,negative,positive,0,2,0.49837779998779297,0.501622200012207
5104,positive,negative,2,0,0.5040383338928223,0.49596163630485535
307,positive,neutral,2,1,0.49987971782684326,0.5001202821731567
4716,negative,positive,0,2,0.5002552270889282,0.4997447729110718
2615,neutral,negative,1,0,0.5003217458724976,0.49967822432518005
3581,negative,positive,0,2,0.5048898458480835,0.4951101541519165
2584,negative,positive,0,2,0.5021240711212158,0.4978759288787842
4732,positive,negative,2,0,0.5083225965499878,0.4916773736476898
2742,negative,positive,0,2,0.5057523250579834,0.4942476749420166
4775,positive,negative,2,0,0.4992942810058594,0.5007057189941406
580,neutral,positive,1,2,0.4957205057144165,0.5042794942855835
4192,positive,negative,2,0,0.5072152614593506,0.4927847683429718
694,positive,negative,2,0,0.4984777569770813,0.5015222430229187
1042,neutral,negative,1,0,0.49583226442337036,0.5041677355766296
878,positive,negative,2,0,0.49802887439727783,0.5019711256027222
433,neutral,negative,1,0,0.5023572444915771,0.49764278531074524
1418,negative,positive,0,2,0.5005099773406982,0.49949005246162415
2013,negative,positive,0,2,0.49945569038391113,0.5005443096160889
3163,neutral,positive,1,2,0.5028701424598694,0.4971298575401306
2928,positive,neutral,2,1,0.49516499042510986,0.5048350095748901
4472,negative,positive,0,2,0.5058096051216125,0.49419039487838745
2865,negative,positive,0,2,0.5016682147979736,0.498331755399704
1594,positive,negative,2,0,0.5023670792579651,0.4976329207420349
2005,neutral,negative,1,0,0.5024061799049377,0.49759382009506226
3091,positive,neutral,2,1,0.5018261671066284,0.4981738030910492
788,neutral,positive,1,2,0.49894261360168457,0.5010573863983154
3689,neutral,positive,1,2,0.49994170665740967,0.5000582933425903
1833,positive,negative,2,0,0.5040298700332642,0.49597010016441345
4081,positive,negative,2,0,0.5035194158554077,0.4964806139469147
110,negative,positive,0,2,0.4995402693748474,0.5004597306251526
2739,positive,negative,2,0,0.5045826435089111,0.49541735649108887
1810,positive,negative,2,0,0.5028954148292542,0.49710458517074585
2707,positive,negative,2,0,0.5019411444664001,0.49805885553359985
2389,neutral,positive,1,2,0.5005574226379395,0.49944260716438293
870,neutral,positive,1,2,0.5031132698059082,0.4968867003917694
807,positive,neutral,2,1,0.5006754398345947,0.4993245303630829
2086,positive,negative,2,0,0.5013346076011658,0.49866539239883423
3673,neutral,positive,1,2,0.4970407485961914,0.5029592514038086
3042,neutral,positive,1,2,0.49872857332229614,0.5012714266777039
2862,neutral,positive,1,2,0.5015888810157776,0.4984111189842224
927,neutral,positive,1,2,0.4998738169670105,0.5001261830329895
3333,neutral,negative,1,0,0.5011463165283203,0.4988536834716797
602,negative,positive,0,2,0.5018919706344604,0.49810805916786194
2038,neutral,positive,1,2,0.500282883644104,0.4997171461582184
5015,positive,negative,2,0,0.5012309551239014,0.49876904487609863
4149,positive,negative,2,0,0.5007144808769226,0.4992855191230774
3968,negative,positive,0,2,0.49897217750549316,0.5010278224945068
4014,positive,negative,2,0,0.5068333148956299,0.4931667149066925
1288,negative,positive,0,2,0.4994216561317444,0.5005783438682556
1520,negative,positive,0,2,0.5003417134284973,0.4996582865715027
5025,negative,positive,0,2,0.4994727373123169,0.5005272626876831
30,negative,positive,0,2,0.4999706745147705,0.5000293254852295
2102,neutral,positive,1,2,0.503494143486023,0.49650588631629944
3797,neutral,negative,1,0,0.49492591619491577,0.5050740838050842
4824,negative,positive,0,2,0.5027160048484802,0.4972839951515198
4908,negative,positive,0,2,0.5040766000747681,0.49592339992523193
348,negative,positive,0,2,0.49951171875,0.50048828125
3822,positive,negative,2,0,0.5052732825279236,0.4947267174720764
2110,neutral,negative,1,0,0.49870216846466064,0.5012978315353394
3252,positive,negative,2,0,0.5017539262771606,0.49824604392051697
1900,positive,negative,2,0,0.5066838264465332,0.4933161437511444
2898,negative,positive,0,2,0.5014001131057739,0.4985998868942261
920,negative,positive,0,2,0.4951571822166443,0.5048428177833557
1550,positive,negative,2,0,0.49983108043670654,0.5001689195632935
320,negative,positive,0,2,0.4948214888572693,0.5051785111427307
667,negative,positive,0,2,0.49943047761917114,0.5005695223808289
237,positive,negative,2,0,0.5034377574920654,0.49656227231025696
720,neutral,negative,1,0,0.4980000853538513,0.5019999146461487
3019,positive,negative,2,0,0.5041502118110657,0.4958497881889343
830,negative,positive,0,2,0.5030353665351868,0.49696463346481323
4183,negative,positive,0,2,0.5033645629882812,0.49663540720939636
1841,negative,positive,0,2,0.4998459815979004,0.5001540184020996
3125,negative,positive,0,2,0.5021117925643921,0.4978882372379303
2514,negative,positive,0,2,0.49668532609939575,0.5033146739006042
4042,positive,negative,2,0,0.5020623207092285,0.4979376494884491
2369,neutral,positive,1,2,0.49812930822372437,0.5018706917762756
2985,neutral,negative,1,0,0.5002748966217041,0.4997251331806183
2761,neutral,positive,1,2,0.5054576396942139,0.49454233050346375
865,neutral,negative,1,0,0.5000391006469727,0.49996089935302734
4259,positive,negative,2,0,0.5014361143112183,0.49856385588645935
4816,negative,positive,0,2,0.501728892326355,0.49827107787132263
1815,positive,negative,2,0,0.5039169788360596,0.49608302116394043
1784,negative,positive,0,2,0.5014982223510742,0.4985017478466034
3337,negative,positive,0,2,0.4923354983329773,0.5076645016670227
4818,negative,positive,0,2,0.5005618333816528,0.4994381368160248
4396,negative,positive,0,2,0.5061620473861694,0.49383795261383057
1419,neutral,positive,1,2,0.4965638518333435,0.5034361481666565
4478,negative,positive,0,2,0.5086063742637634,0.4913936257362366
4823,negative,neutral,0,1,0.5054687261581421,0.4945313036441803
1122,negative,neutral,0,1,0.49879419803619385,0.5012058019638062
4650,neutral,negative,1,0,0.5014632940292358,0.49853670597076416
937,negative,positive,0,2,0.5001399517059326,0.49986007809638977
4186,neutral,negative,1,0,0.5039011240005493,0.4960988461971283
591,neutral,positive,1,2,0.4990078806877136,0.5009921193122864
24,neutral,negative,1,0,0.49864012002944946,0.5013598799705505
2603,negative,positive,0,2,0.4968019127845764,0.5031980872154236
4092,neutral,negative,1,0,0.5036790370941162,0.4963209331035614
1693,negative,positive,0,2,0.4962241053581238,0.5037758946418762
2864,neutral,positive,1,2,0.4966937303543091,0.5033062696456909
3405,negative,positive,0,2,0.501671314239502,0.49832868576049805
243,neutral,negative,1,0,0.50014328956604,0.49985674023628235
86,positive,negative,2,0,0.5011501312255859,0.49884989857673645
3808,neutral,positive,1,2,0.5073062181472778,0.4926937520503998
2453,neutral,positive,1,2,0.49432826042175293,0.5056717395782471
5121,positive,negative,2,0,0.5008519887924194,0.49914804100990295
1787,positive,negative,2,0,0.505852460861206,0.49414753913879395
4751,positive,negative,2,0,0.5047704577445984,0.4952295422554016
2645,negative,positive,0,2,0.5015767812728882,0.49842318892478943
1142,negative,positive,0,2,0.49334102869033813,0.5066589713096619
3768,negative,positive,0,2,0.5027004480361938,0.49729955196380615
2106,positive,negative,2,0,0.5001610517501831,0.4998389482498169
2633,negative,positive,0,2,0.5054113864898682,0.49458858370780945
3489,positive,neutral,2,1,0.5026600360870361,0.49733999371528625
1144,neutral,positive,1,2,0.49670732021331787,0.5032926797866821
1078,negative,positive,0,2,0.498466432094574,0.501533567905426
687,negative,positive,0,2,0.5029469728469849,0.49705302715301514
4849,negative,neutral,0,1,0.49965018033981323,0.5003498196601868
2478,negative,positive,0,2,0.5038083791732788,0.4961916506290436
82,positive,neutral,2,1,0.5001741051673889,0.4998258948326111
2747,negative,positive,0,2,0.5052784085273743,0.49472159147262573
3939,positive,negative,2,0,0.4988042712211609,0.5011957287788391
621,neutral,negative,1,0,0.49542146921157837,0.5045785307884216
2561,neutral,negative,1,0,0.5004144906997681,0.49958550930023193
985,neutral,negative,1,0,0.49264079332351685,0.5073592066764832
1400,neutral,positive,1,2,0.49939048290252686,0.5006095170974731
2728,neutral,negative,1,0,0.503014326095581,0.49698570370674133
1515,negative,positive,0,2,0.4987559914588928,0.5012440085411072
3829,neutral,positive,1,2,0.5015597343444824,0.4984402656555176
474,positive,negative,2,0,0.49593663215637207,0.5040633678436279
4405,positive,negative,2,0,0.5010570287704468,0.4989430010318756
2953,positive,negative,2,0,0.5040960311889648,0.49590399861335754
2665,neutral,positive,1,2,0.5021649599075317,0.49783504009246826
3155,negative,positive,0,2,0.5019778609275818,0.4980221390724182
3866,neutral,positive,1,2,0.49155193567276,0.50844806432724
2036,positive,negative,2,0,0.5018024444580078,0.4981975853443146
155,neutral,negative,1,0,0.4995712637901306,0.5004287362098694
4863,neutral,negative,1,0,0.5027093887329102,0.49729064106941223
3716,positive,negative,2,0,0.49970483779907227,0.5002951622009277
3633,positive,negative,2,0,0.4981667995452881,0.5018332004547119
732,negative,positive,0,2,0.49432218074798584,0.5056778192520142
3299,neutral,negative,1,0,0.49767178297042847,0.5023282170295715
3007,negative,neutral,0,1,0.5009636282920837,0.49903637170791626
2360,negative,positive,0,2,0.4995425343513489,0.5004574656486511
195,negative,positive,0,2,0.4979588985443115,0.5020411014556885
2056,neutral,negative,1,0,0.5024623870849609,0.49753764271736145
1261,neutral,positive,1,2,0.4979732036590576,0.5020267963409424
984,neutral,negative,1,0,0.4996553659439087,0.5003446340560913
4831,negative,positive,0,2,0.5051314830780029,0.49486854672431946
4382,positive,negative,2,0,0.5069208741188049,0.49307912588119507
921,negative,neutral,0,1,0.49713951349258423,0.5028604865074158
3347,negative,positive,0,2,0.49706411361694336,0.5029358863830566
3585,negative,neutral,0,1,0.506298303604126,0.493701696395874
305,positive,neutral,2,1,0.49789929389953613,0.5021007061004639
1698,negative,positive,0,2,0.503834068775177,0.496165931224823
3329,neutral,positive,1,2,0.4976595640182495,0.5023404359817505
3060,negative,positive,0,2,0.4971095323562622,0.5028904676437378
905,neutral,positive,1,2,0.5018945336341858,0.4981054663658142
3878,negative,positive,0,2,0.5040240287780762,0.4959760010242462
3943,negative,positive,0,2,0.5006089210510254,0.499391108751297
1964,neutral,negative,1,0,0.502101480960846,0.49789851903915405
1734,negative,positive,0,2,0.49873143434524536,0.5012685656547546
1283,positive,negative,2,0,0.4977265000343323,0.5022734999656677
330,neutral,positive,1,2,0.4986570477485657,0.5013429522514343
1670,negative,positive,0,2,0.4996356964111328,0.5003643035888672
2819,positive,negative,2,0,0.5050740838050842,0.49492591619491577
4503,positive,negative,2,0,0.5053012371063232,0.49469876289367676
325,positive,negative,2,0,0.49959850311279297,0.500401496887207
