guid,true_label,pred_label,true_label_id,pred_label_id,text_weight,image_weight
3673,neutral,positive,1,2,0.5157443881034851,0.4842556118965149
2363,negative,positive,0,2,0.5202751159667969,0.4797249138355255
2862,neutral,positive,1,2,0.5221509337425232,0.4778490662574768
602,negative,positive,0,2,0.5231578350067139,0.47684213519096375
1615,positive,negative,2,0,0.5308756232261658,0.46912437677383423
2038,neutral,positive,1,2,0.523088812828064,0.47691115736961365
2126,negative,positive,0,2,0.5178636312484741,0.4821363687515259
5015,positive,negative,2,0,0.5252399444580078,0.4747600853443146
4149,positive,negative,2,0,0.5166858434677124,0.4833141267299652
3968,negative,positive,0,2,0.5203782320022583,0.4796217679977417
1288,negative,positive,0,2,0.5212084054946899,0.47879156470298767
1520,negative,positive,0,2,0.5188976526260376,0.48110231757164
5025,negative,positive,0,2,0.5230443477630615,0.4769556522369385
30,negative,positive,0,2,0.5217716097831726,0.4782283902168274
2102,neutral,positive,1,2,0.5206432342529297,0.4793567955493927
3797,neutral,negative,1,0,0.5156266689300537,0.4843733310699463
4824,negative,positive,0,2,0.5180057287216187,0.48199427127838135
4274,negative,positive,0,2,0.5246225595474243,0.47537747025489807
4908,negative,positive,0,2,0.5284014940261841,0.4715985357761383
348,negative,positive,0,2,0.522122859954834,0.47787711024284363
3822,positive,negative,2,0,0.526572585105896,0.4734274446964264
2110,neutral,negative,1,0,0.5198876261711121,0.48011237382888794
1900,positive,neutral,2,1,0.5248035192489624,0.47519651055336
2898,negative,positive,0,2,0.5256003141403198,0.4743996560573578
920,negative,positive,0,2,0.5162678956985474,0.483732134103775
1550,positive,negative,2,0,0.5178541541099548,0.48214584589004517
320,negative,positive,0,2,0.513573169708252,0.48642683029174805
667,negative,neutral,0,1,0.5235875248908997,0.47641247510910034
237,positive,negative,2,0,0.5254476070404053,0.4745524227619171
4602,negative,positive,0,2,0.5211467742919922,0.4788531959056854
3019,positive,negative,2,0,0.5268852114677429,0.4731147885322571
830,negative,positive,0,2,0.5239667892456055,0.4760332405567169
4183,negative,positive,0,2,0.5215288400650024,0.47847115993499756
3125,negative,positive,0,2,0.5173063278198242,0.4826936721801758
2514,negative,positive,0,2,0.5186374187469482,0.48136255145072937
4383,negative,positive,0,2,0.5223785638809204,0.4776214063167572
4042,positive,negative,2,0,0.5187242031097412,0.4812758266925812
506,positive,neutral,2,1,0.5238691568374634,0.47613081336021423
2761,neutral,positive,1,2,0.5253090858459473,0.47469088435173035
865,neutral,negative,1,0,0.5195315480232239,0.4804684519767761
4259,positive,negative,2,0,0.5240621566772461,0.4759378731250763
4816,negative,positive,0,2,0.5173273682594299,0.48267263174057007
1815,positive,negative,2,0,0.5241189002990723,0.4758811295032501
3659,negative,neutral,0,1,0.5212964415550232,0.4787035584449768
1784,negative,positive,0,2,0.517383337020874,0.48261669278144836
119,negative,positive,0,2,0.5198930501937866,0.48010697960853577
3337,negative,positive,0,2,0.5245957970619202,0.47540420293807983
2664,negative,positive,0,2,0.5187695622444153,0.4812304377555847
4818,negative,positive,0,2,0.5235864520072937,0.4764135479927063
4396,negative,positive,0,2,0.5284928679466248,0.47150713205337524
333,negative,positive,0,2,0.5255610942840576,0.47443887591362
1419,neutral,negative,1,0,0.5136215686798096,0.4863784611225128
2937,neutral,positive,1,2,0.519749641418457,0.48025035858154297
4478,negative,positive,0,2,0.5289829969406128,0.4710169732570648
3831,negative,positive,0,2,0.52813720703125,0.4718627631664276
4823,negative,neutral,0,1,0.5292925834655762,0.47070738673210144
1122,negative,neutral,0,1,0.5183025002479553,0.4816974997520447
4650,neutral,negative,1,0,0.522674024105072,0.477325975894928
937,negative,positive,0,2,0.5149067044258118,0.48509329557418823
4186,neutral,positive,1,2,0.5225949287414551,0.47740504145622253
24,neutral,negative,1,0,0.5170512199401855,0.48294878005981445
2603,negative,positive,0,2,0.5145078897476196,0.48549214005470276
4092,neutral,positive,1,2,0.5241940021514893,0.47580602765083313
1693,negative,positive,0,2,0.509986400604248,0.49001362919807434
2864,neutral,positive,1,2,0.5224350690841675,0.4775649607181549
3405,negative,positive,0,2,0.5229188203811646,0.47708117961883545
243,neutral,positive,1,2,0.518001139163971,0.48199886083602905
86,positive,neutral,2,1,0.5146349668502808,0.4853650629520416
3808,neutral,positive,1,2,0.5306965112686157,0.4693034589290619
2453,neutral,positive,1,2,0.5172591209411621,0.4827409088611603
2645,negative,positive,0,2,0.525825023651123,0.47417494654655457
1142,negative,positive,0,2,0.5124119520187378,0.4875880479812622
2899,negative,positive,0,2,0.5281561017036438,0.4718438982963562
3768,negative,positive,0,2,0.5209484100341797,0.4790516197681427
3491,negative,positive,0,2,0.5190887451171875,0.4809112548828125
2106,positive,negative,2,0,0.5206558704376221,0.47934409976005554
2633,negative,positive,0,2,0.5258073806762695,0.47419261932373047
3489,positive,neutral,2,1,0.5196616649627686,0.48033836483955383
1144,neutral,positive,1,2,0.5142079591751099,0.4857920706272125
1078,negative,positive,0,2,0.5198801755905151,0.48011985421180725
687,negative,positive,0,2,0.525515615940094,0.474484384059906
4849,negative,neutral,0,1,0.5226403474807739,0.4773596227169037
2478,negative,positive,0,2,0.5276908874511719,0.47230908274650574
82,positive,neutral,2,1,0.5187445282936096,0.4812554717063904
2747,negative,positive,0,2,0.528850257396698,0.471149742603302
3939,positive,negative,2,0,0.5255765318870544,0.47442346811294556
621,neutral,negative,1,0,0.5159662961959839,0.4840337038040161
2561,neutral,negative,1,0,0.5187312960624695,0.4812687039375305
1400,neutral,positive,1,2,0.5129204392433167,0.48707956075668335
2728,neutral,negative,1,0,0.5206757187843323,0.4793242812156677
2673,negative,positive,0,2,0.5172098875045776,0.4827900826931
1515,negative,positive,0,2,0.5156809091567993,0.4843190908432007
3829,neutral,positive,1,2,0.5236653089523315,0.47633466124534607
4002,negative,positive,0,2,0.5283699035644531,0.4716300964355469
474,positive,negative,2,0,0.5155020952224731,0.48449787497520447
2665,neutral,positive,1,2,0.5196139812469482,0.48038598895072937
3155,negative,positive,0,2,0.5237881541252136,0.4762118458747864
3866,neutral,positive,1,2,0.5142984390258789,0.4857015609741211
2036,positive,negative,2,0,0.5260326266288757,0.47396737337112427
4863,neutral,positive,1,2,0.5176934003829956,0.4823065996170044
3716,positive,neutral,2,1,0.5215843915939331,0.4784156084060669
3633,positive,negative,2,0,0.5184239149093628,0.4815760552883148
658,positive,neutral,2,1,0.5195902585983276,0.48040977120399475
3295,positive,neutral,2,1,0.5267461538314819,0.47325384616851807
188,negative,positive,0,2,0.524138331413269,0.47586169838905334
732,negative,positive,0,2,0.5213460326194763,0.4786539673805237
3007,negative,neutral,0,1,0.5198227763175964,0.48017722368240356
2360,negative,positive,0,2,0.5220555067062378,0.4779444634914398
195,negative,positive,0,2,0.5211998820304871,0.47880011796951294
4470,negative,positive,0,2,0.5240336656570435,0.47596636414527893
1261,neutral,positive,1,2,0.5149548053741455,0.4850451648235321
773,positive,neutral,2,1,0.5195057988166809,0.4804942011833191
4067,negative,positive,0,2,0.5215166211128235,0.4784833788871765
984,neutral,negative,1,0,0.5202921628952026,0.47970783710479736
921,negative,neutral,0,1,0.5217374563217163,0.4782625138759613
3347,negative,positive,0,2,0.5197324752807617,0.4802675247192383
3585,negative,neutral,0,1,0.5248231887817383,0.4751768112182617
305,positive,neutral,2,1,0.5169129371643066,0.48308706283569336
1698,negative,positive,0,2,0.5216737985610962,0.4783262312412262
3329,neutral,positive,1,2,0.5218796730041504,0.4781203269958496
3060,negative,positive,0,2,0.5173248648643494,0.48267513513565063
905,neutral,positive,1,2,0.5245551466941833,0.47544485330581665
3878,negative,positive,0,2,0.5201801061630249,0.4798198640346527
3943,negative,neutral,0,1,0.5170100927352905,0.48298993706703186
1964,neutral,negative,1,0,0.5262234210968018,0.47377654910087585
1734,negative,positive,0,2,0.5183262825012207,0.4816737174987793
1283,positive,negative,2,0,0.5195878148078918,0.48041218519210815
1670,negative,positive,0,2,0.5206965208053589,0.4793034493923187
4503,positive,negative,2,0,0.5299525856971741,0.4700474143028259
325,positive,negative,2,0,0.5223095417022705,0.4776904881000519
